timesteps,episodes,total_reward,faf_reach,average_drift,total_intrusions,TimeLimit.truncated
1920800,38416,-9.713334001018323,0,1.542666800203664,2,True
1920850,38417,-8.740383890843958,0,1.5480767781687923,1,True
1920900,38418,-11.779133094299311,0,1.5558266188598626,4,True
1920950,38419,-7.883431208809196,0,1.576686241761839,0,True
1921000,38420,-7.695397490391087,0,1.5390794980782168,0,True
1921050,38421,-9.732783500578694,0,1.5465567001157385,2,True
1921100,38422,-7.721141521102371,0,1.5442283042204739,0,True
1921150,38423,-12.724588891285428,0,1.5449177782570844,5,True
1921200,38424,-7.736652787407131,0,1.5473305574814262,0,True
1921250,38425,-7.876164740647909,0,1.575232948129582,0,True
1921300,38426,-8.829332543874735,0,1.5658665087749466,1,True
1921350,38427,-7.77275758870595,0,1.55455151774119,0,True
1921400,38428,-8.696192461610426,0,1.5392384923220852,1,True
1921450,38429,-7.7507724835611045,0,1.5501544967122205,0,True
1921500,38430,-7.713054719290904,0,1.542610943858181,0,True
1921550,38431,-7.740450630036063,0,1.5480901260072124,0,True
1921600,38432,-7.884007282868471,0,1.5768014565736943,0,True
1921650,38433,-8.703817204985885,0,1.5407634409971769,1,True
1921700,38434,-7.788403037535378,0,1.5576806075070753,0,True
1921750,38435,-8.69613561371385,0,1.53922712274277,1,True
1921800,38436,-7.719030686171129,0,1.5438061372342256,0,True
1921850,38437,-7.778775534520066,0,1.555755106904013,0,True
1921900,38438,-10.82526383813644,0,1.565052767627288,3,True
1921950,38439,-13.728281834470627,0,1.5456563668941252,6,True
1922000,38440,-11.705709823960873,0,1.5411419647921745,4,True
1922050,38441,-9.710517849360834,0,1.5421035698721663,2,True
1922100,38442,-11.725888050983409,0,1.5451776101966823,4,True
1922150,38443,-7.701245431876634,0,1.5402490863753275,0,True
1922200,38444,-7.820328041741329,0,1.564065608348266,0,True
1922250,38445,-7.775753002152387,0,1.5551506004304771,0,True
1922300,38446,-8.844857490304232,0,1.5689714980608462,1,True
1922350,38447,-7.719288845985782,0,1.543857769197156,0,True
1922400,38448,-10.726260764613736,0,1.5452521529227476,3,True
1922450,38449,-8.739178798819102,0,1.5478357597638208,1,True
1922500,38450,-11.72286279756583,0,1.544572559513166,4,True
1922550,38451,-8.721680045227881,0,1.5443360090455758,1,True
1922600,38452,-9.727875324694804,0,1.5455750649389604,2,True
1922650,38453,-7.716110796879387,0,1.543222159375877,0,True
1922700,38454,-8.704950716673956,0,1.540990143334791,1,True
1922750,38455,-7.775208184954836,0,1.555041636990967,0,True
1922800,38456,-10.694948904736467,0,1.5389897809472937,3,True
1922850,38457,-9.722958371308394,0,1.5445916742616783,2,True
1922900,38458,-7.736112628671683,0,1.5472225257343368,0,True
1922950,38459,-8.721463343149827,0,1.5442926686299656,1,True
1923000,38460,-7.884576767809281,0,1.5769153535618554,0,True
1923050,38461,-7.8016475475365565,0,1.5603295095073109,0,True
1923100,38462,-13.750825964508033,0,1.5501651929016071,6,True
1923150,38463,-11.791170951408358,0,1.5582341902816719,4,True
1923200,38464,-9.727432278162297,0,1.5454864556324595,2,True
1923250,38465,-10.829548799274423,0,1.5659097598548852,3,True
1923300,38466,-11.858928292066263,0,1.5717856584132537,4,True
1923350,38467,-9.700510119966804,0,1.5401020239933612,2,True
1923400,38468,-9.744304097057734,0,1.548860819411546,2,True
1923450,38469,-7.77791419419336,0,1.555582838838672,0,True
1923500,38470,-7.734392082906668,0,1.5468784165813334,0,True
1923550,38471,-8.740033619741622,0,1.5480067239483235,1,True
1923600,38472,-9.844761720677472,0,1.5689523441354944,2,True
1923650,38473,-9.756476218999726,0,1.5512952437999457,2,True
1923700,38474,-7.8101327567898275,0,1.5620265513579648,0,True
1923750,38475,-7.7461177770634535,0,1.5492235554126907,0,True
1923800,38476,-11.885260889759005,0,1.5770521779518005,4,True
1923850,38477,-7.73828975033162,0,1.5476579500663241,0,True
1923900,38478,-11.779994099192104,0,1.5559988198384205,4,True
1923950,38479,-8.786276286103579,0,1.5572552572207152,1,True
1924000,38480,-12.770385444934346,0,1.5540770889868682,5,True
1924050,38481,-7.745836937303756,0,1.5491673874607517,0,True
1924100,38482,-7.7212723967216315,0,1.5442544793443265,0,True
1924150,38483,-7.7279991502883245,0,1.5455998300576648,0,True
1924200,38484,-10.740446487206597,0,1.5480892974413194,3,True
1924250,38485,-10.780144710031763,0,1.5560289420063518,3,True
1924300,38486,-8.747321846087992,0,1.5494643692175982,1,True
1924350,38487,-8.722235805600125,0,1.5444471611200257,1,True
1924400,38488,-9.773983360703358,0,1.5547966721406719,2,True
1924450,38489,-8.793394875517366,0,1.558678975103473,1,True
1924500,38490,-7.7779889552936226,0,1.555597791058724,0,True
1924550,38491,-8.733288439098809,0,1.5466576878197618,1,True
1924600,38492,-8.721902942308313,0,1.5443805884616617,1,True
1924650,38493,-8.773873565351739,0,1.5547747130703475,1,True
1924700,38494,-7.825803994010215,0,1.5651607988020433,0,True
1924750,38495,-9.693998605026875,0,1.5387997210053752,2,True
1924800,38496,-7.699871038324995,0,1.5399742076649992,0,True
1924850,38497,-7.7402610553867675,0,1.5480522110773536,0,True
1924900,38498,-9.876450549959033,0,1.575290109991807,2,True
1924950,38499,-7.7307775681200495,0,1.5461555136240106,0,True
1925000,38500,-7.774443061779399,0,1.5548886123558796,0,True
1925050,38501,-9.721434638435927,0,1.5442869276871856,2,True
1925100,38502,-9.776761728698327,0,1.555352345739665,2,True
1925150,38503,-7.714479477319869,0,1.5428958954639738,0,True
1925200,38504,-7.73835986229601,0,1.5476719724592019,0,True
1925250,38505,-11.725222585923024,0,1.5450445171846043,4,True
1925300,38506,-7.733978611442105,0,1.5467957222884203,0,True
1925350,38507,-7.729111318798791,0,1.545822263759758,0,True
1925400,38508,-9.828946460147055,0,1.5657892920294112,2,True
1925450,38509,-7.748971659682815,0,1.549794331936563,0,True
