episode,los_id,los_dist,los_qdr
91,"((10, 15), (2, 8), (3, 4))","(np.float64(0.1386840929548705), np.float64(0.1183915536317915), np.float64(0.11658899317806554))","(np.float64(-51.563971907574285), np.float64(171.60796631828646), np.float64(126.4737871717208))"
92,"((1, 8), (5, 7), (8, 15))","(np.float64(0.12716798476280566), np.float64(0.09632938284824595), np.float64(0.14245322221652557))","(np.float64(-41.70430703164732), np.float64(-28.785737633674103), np.float64(-277.0181907053035))"
93,"((5, 14), (9, 14))","(np.float64(0.13649587734026283), np.float64(0.14901034837464455))","(np.float64(197.10411901491062), np.float64(212.31477855385606))"
94,"((0, 13), (0, 12))","(np.float64(0.08395655111889194), np.float64(0.134086074350493))","(np.float64(194.71089251314135), np.float64(41.705939131186256))"
95,"((5, 6), (7, 18), (14, 17), (14, 19))","(np.float64(0.1169209625830291), np.float64(0.14860466250563187), np.float64(0.07304568286111757), np.float64(0.13770085813470326))","(np.float64(-84.79345273444329), np.float64(-165.9197924910825), np.float64(-80.11795797181168), np.float64(-208.91524525477206))"
96,"((6, 19),)","(np.float64(0.1478051543607303),)","(np.float64(85.6501484142488),)"
97,"((3, 15), (16, 17), (3, 8))","(np.float64(0.05356798415258926), np.float64(0.1344667869967284), np.float64(0.07151865029557675))","(np.float64(188.5127201380476), np.float64(-23.286021524545845), np.float64(268.21038781943645))"
98,"((4, 16), (13, 19))","(np.float64(0.12605813928698986), np.float64(0.12833492942179386))","(np.float64(81.68409647509213), np.float64(-167.0735869614328))"
99,"((1, 15), (3, 7), (8, 17))","(np.float64(0.11187775289341371), np.float64(0.13215371716724128), np.float64(0.1499155954501129))","(np.float64(92.22308857708774), np.float64(-83.47296326089386), np.float64(-131.21654614241015))"
100,"((2, 13),)","(np.float64(0.12990221951739947),)","(np.float64(244.2029458556674),)"
101,"((3, 19), (6, 15), (12, 17))","(np.float64(0.1404545430536036), np.float64(0.10197017920335144), np.float64(0.03739190813331026))","(np.float64(-270.57041805068474), np.float64(-172.46804647697837), np.float64(-119.53052875298727))"
102,"((0, 3), (3, 12), (5, 12))","(np.float64(0.056605590256718685), np.float64(0.1474260341448648), np.float64(0.1458496424537683))","(np.float64(-73.47409047790208), np.float64(-125.72100017111364), np.float64(-48.77557115411065))"
103,"((3, 6), (1, 7))","(np.float64(0.10792787306708856), np.float64(0.123267132501062))","(np.float64(28.717806785715197), np.float64(258.4712656858148))"
104,"((0, 5), (2, 7))","(np.float64(0.05318128119389233), np.float64(0.14509545929625023))","(np.float64(217.18993487128284), np.float64(256.7090671139813))"
105,"((16, 19),)","(np.float64(0.0273233067214329),)","(np.float64(-34.66057315343386),)"
106,"((0, 6), (4, 11), (10, 17))","(np.float64(0.13681889687974802), np.float64(0.08025498573959965), np.float64(0.14520105111639))","(np.float64(197.4295338374638), np.float64(-180.97045007727155), np.float64(-118.24006099369024))"
108,"((0, 18), (15, 17))","(np.float64(0.11274920584707968), np.float64(0.11092052228670386))","(np.float64(-27.07094981343596), np.float64(-19.736251325426053))"
109,"((1, 17), (15, 19), (3, 14), (3, 17), (5, 16))","(np.float64(0.14864594139788156), np.float64(0.1339178194071966), np.float64(0.14820631998785255), np.float64(0.14323224298437298), np.float64(0.14344257758298856))","(np.float64(28.922902935625785), np.float64(-2.597846264637269), np.float64(206.6462494107343), np.float64(67.9314610808699), np.float64(174.30189798595205))"
110,"((5, 14), (2, 10), (2, 11), (0, 2))","(np.float64(0.07621970758179754), np.float64(0.14009965211430112), np.float64(0.1470767850977196), np.float64(0.13819425712378716))","(np.float64(253.68101824618964), np.float64(-47.62098578484131), np.float64(250.39515288469806), np.float64(-135.9640403503579))"
111,"((2, 16), (1, 13), (1, 9), (0, 15))","(np.float64(0.09715507349441221), np.float64(0.11303666579510026), np.float64(0.13925065510083512), np.float64(0.12845040611039135))","(np.float64(78.19557127451043), np.float64(149.52062929292129), np.float64(217.8260961091891), np.float64(102.16287273425485))"
112,"((6, 16), (3, 9), (9, 16), (3, 7), (8, 17))","(np.float64(0.11717229816683057), np.float64(0.13429912311003547), np.float64(0.08826744496807183), np.float64(0.12053725831183215), np.float64(0.14930641622265572))","(np.float64(54.310143626538974), np.float64(197.68800016093968), np.float64(-142.52002725107542), np.float64(213.38115297540946), np.float64(-185.3306412283335))"
113,"((1, 18), (8, 17))","(np.float64(0.13905827688078984), np.float64(0.12075724084532236))","(np.float64(-221.16378721913924), np.float64(113.31003858555584))"
114,"((3, 17), (6, 18), (16, 18), (16, 17), (3, 16))","(np.float64(0.13457909273998714), np.float64(0.13041945506751687), np.float64(0.10911495296884942), np.float64(0.13493850690751358), np.float64(0.12752495975343628))","(np.float64(-15.853341772148184), np.float64(64.23860572343591), np.float64(-177.8986518844162), np.float64(-112.10607818811181), np.float64(186.3243554497771))"
115,"((1, 13), (1, 4))","(np.float64(0.13397096138949352), np.float64(0.10613209611065773))","(np.float64(166.24823545421003), np.float64(238.07199111642814))"
116,"((6, 18),)","(np.float64(0.06900919016423654),)","(np.float64(164.50577626564836),)"
117,"((12, 13), (9, 15))","(np.float64(0.07240487826509677), np.float64(0.1437318055443273))","(np.float64(-34.689465348067074), np.float64(153.0704914411249))"
118,"((2, 12), (16, 18), (8, 16), (8, 14))","(np.float64(0.14005466664228733), np.float64(0.10206347243338514), np.float64(0.1481080203601561), np.float64(0.12251897424533574))","(np.float64(133.84433350905584), np.float64(-12.388014688476716), np.float64(-158.85568959830889), np.float64(-107.60106063328712))"
119,"((6, 17), (5, 11))","(np.float64(0.12129447864477516), np.float64(0.14932390589224287))","(np.float64(-51.607709489697015), np.float64(251.66471902679888))"
120,"((4, 15),)","(np.float64(0.060136900025876024),)","(np.float64(211.88895050835205),)"
121,"((4, 9), (5, 11))","(np.float64(0.11937502300258312), np.float64(0.01884719084881366))","(np.float64(234.28989504133398), np.float64(246.4850680419446))"
123,"((2, 19), (3, 14), (4, 18), (9, 16), (10, 19), (8, 19))","(np.float64(0.12163969032082396), np.float64(0.06796964225403855), np.float64(0.0704288662260131), np.float64(0.13717382529358785), np.float64(0.11253273261898637), np.float64(0.14719722190187248))","(np.float64(94.57095157228622), np.float64(-185.05531220141273), np.float64(-251.22077954748988), np.float64(-208.54245438038643), np.float64(-214.71934698766142), np.float64(118.88333469033608))"
124,"((4, 16), (4, 17), (11, 16))","(np.float64(0.11920898445634305), np.float64(0.10891439792082012), np.float64(0.1283897976025706))","(np.float64(213.88862136941367), np.float64(203.58745649861345), np.float64(-33.346814935911766))"
125,"((10, 14), (5, 14))","(np.float64(0.09749493572055902), np.float64(0.13663415476784932))","(np.float64(-109.00186217967558), np.float64(-179.05454255767802))"
126,"((4, 8),)","(np.float64(0.14477422455590805),)","(np.float64(226.21956706043142),)"
127,"((7, 14), (2, 10))","(np.float64(0.08715335108874558), np.float64(0.14548777007859162))","(np.float64(244.73064327097296), np.float64(-80.586609458618))"
128,"((1, 4), (2, 7), (11, 15), (2, 8))","(np.float64(0.0930925482955839), np.float64(0.08119705923544342), np.float64(0.10313060767075466), np.float64(0.145402625217389))","(np.float64(-71.28837507991676), np.float64(19.869704953969347), np.float64(-47.96073351949741), np.float64(200.37019079811841))"
129,"((0, 1), (9, 10), (7, 19), (2, 19))","(np.float64(0.07614714798641463), np.float64(0.13266555010380385), np.float64(0.14760886265923792), np.float64(0.14181345453147967))","(np.float64(42.75098284103535), np.float64(38.93433736305826), np.float64(104.05739252578951), np.float64(32.458135735486564))"
130,"((5, 16), (9, 17), (9, 14), (3, 14))","(np.float64(0.14923986306275258), np.float64(0.10451231997309836), np.float64(0.1401843895095422), np.float64(0.14357468885933017))","(np.float64(68.82654605864741), np.float64(-141.43416455277318), np.float64(-130.22546206229924), np.float64(17.78056361925826))"
131,"((9, 18),)","(np.float64(0.030584386546247205),)","(np.float64(-207.08978572420335),)"
132,"((11, 14), (6, 15))","(np.float64(0.11307794509393704), np.float64(0.14128456242353185))","(np.float64(38.24683250070342), np.float64(225.7365016340848))"
133,"((13, 17),)","(np.float64(0.08347001594224636),)","(np.float64(-121.9788446222974),)"
134,"((2, 5),)","(np.float64(0.1044220004066886),)","(np.float64(-73.06359918060804),)"
135,"((6, 10),)","(np.float64(0.10033094850213695),)","(np.float64(-296.4925004829315),)"
136,"((1, 14), (1, 16))","(np.float64(0.04389877866910923), np.float64(0.13247313719575352))","(np.float64(-200.67318077726583), np.float64(109.58877526548662))"
137,"((0, 13),)","(np.float64(0.1469587961129803),)","(np.float64(123.51992351814599),)"
138,"((8, 13), (10, 19), (14, 18), (2, 14))","(np.float64(0.11583596465788636), np.float64(0.14504754485308516), np.float64(0.11030924453473069), np.float64(0.14697899555106453))","(np.float64(212.4721210669561), np.float64(-117.74780708423725), np.float64(-70.12946969467896), np.float64(188.2331526336859))"
139,"((3, 8),)","(np.float64(0.0580146421328593),)","(np.float64(189.00428471521644),)"
140,"((7, 13), (1, 7))","(np.float64(0.030567106886820582), np.float64(0.13832817502905329))","(np.float64(325.6227812768585), np.float64(-44.02024551116034))"
141,"((14, 15), (7, 14))","(np.float64(0.09315942523483615), np.float64(0.13846804848519964))","(np.float64(34.722972221354496), np.float64(217.53297810575162))"
