episode,los_id,los_dist,los_qdr
113,"((0, 17), (9, 15), (11, 15), (16, 19))","(np.float64(0.015411193836249415), np.float64(0.12986381321798124), np.float64(0.12147118405563931), np.float64(0.12056127377157724))","(np.float64(30.932586476103495), np.float64(-119.55560731475475), np.float64(-57.7311644178277), np.float64(-100.15079035857462))"
115,"((8, 17), (9, 12))","(np.float64(0.11450056837566137), np.float64(0.1419626842190264))","(np.float64(127.99661248185365), np.float64(283.60416419364486))"
116,"((2, 3), (12, 13), (16, 17))","(np.float64(0.09789808625881918), np.float64(0.13546501615013615), np.float64(0.13536784735867635))","(np.float64(294.393443214891), np.float64(83.8757455455405), np.float64(3.8888949955359635))"
117,"((1, 16), (4, 5), (6, 14))","(np.float64(0.12372239180288702), np.float64(0.06141738942393346), np.float64(0.13924767968819307))","(np.float64(138.0874001406197), np.float64(-66.38269803061036), np.float64(168.94899331005053))"
118,"((2, 16), (16, 19), (11, 17))","(np.float64(0.11894045792572283), np.float64(0.13743013563701567), np.float64(0.13422585368869933))","(np.float64(203.91591381155797), np.float64(-248.7676422548347), np.float64(-22.623836627288085))"
120,"((17, 19),)","(np.float64(0.047901075406614944),)","(np.float64(-83.64452790676143),)"
121,"((7, 16), (2, 14))","(np.float64(0.1483004296611231), np.float64(0.13161448552862076))","(np.float64(170.34279772568544), np.float64(150.9780731802948))"
122,"((4, 14), (11, 13), (8, 18))","(np.float64(0.13085100060812024), np.float64(0.0704332473117537), np.float64(0.1431983680562496))","(np.float64(198.20258372844086), np.float64(-62.82706429301868), np.float64(-157.2354095163883))"
123,"((0, 3), (4, 11), (7, 14), (2, 11))","(np.float64(0.1439573497905134), np.float64(0.08955949619650234), np.float64(0.037075802285927315), np.float64(0.11077514398240895))","(np.float64(-66.69065548964423), np.float64(202.80392965086017), np.float64(227.5242980019338), np.float64(-185.50187611889518))"
124,"((7, 18),)","(np.float64(0.07146917463129339),)","(np.float64(-166.27926564708645),)"
125,"((2, 19),)","(np.float64(0.08888770817697902),)","(np.float64(162.58898197613843),)"
126,"((4, 14), (7, 9), (7, 13))","(np.float64(0.13642277400696035), np.float64(0.10001477735021949), np.float64(0.1366674437084948))","(np.float64(249.8971709487151), np.float64(-9.736770950317919), np.float64(-48.06936217210853))"
127,"((2, 3), (6, 9), (16, 18))","(np.float64(0.10797323359919607), np.float64(0.10374760153700548), np.float64(0.13384309688306972))","(np.float64(-34.358632257499266), np.float64(-50.78589083398924), np.float64(25.36000846520659))"
128,"((2, 17), (5, 9), (14, 16), (5, 16))","(np.float64(0.14816896034775626), np.float64(0.11699960363671835), np.float64(0.1343396630926233), np.float64(0.04265463832352606))","(np.float64(31.87951577706076), np.float64(26.575365512024973), np.float64(-59.28835027334526), np.float64(-167.4863098716457))"
129,"((5, 19), (7, 14))","(np.float64(0.12609539488903446), np.float64(0.14927435660775717))","(np.float64(-232.43736332819552), np.float64(-196.9161351819477))"
130,"((9, 10),)","(np.float64(0.07517968244557036),)","(np.float64(43.0493754658134),)"
131,"((3, 14), (9, 17), (14, 19))","(np.float64(0.12141880273972949), np.float64(0.0405020397109482), np.float64(0.1027052957236406))","(np.float64(94.25289437339103), np.float64(177.84059476677857), np.float64(-79.87689026079201))"
132,"((11, 14), (17, 18), (8, 18), (8, 17))","(np.float64(0.11053045199488928), np.float64(0.08500702677681812), np.float64(0.12657814257207112), np.float64(0.11659753690573893))","(np.float64(-198.69314980932683), np.float64(-0.21515338373194481), np.float64(-258.93929001163485), np.float64(-224.58051422952644))"
133,"((0, 10), (0, 15), (7, 16), (10, 14), (10, 15), (1, 14))","(np.float64(0.09269170017453426), np.float64(0.07279898341975252), np.float64(0.06724545505659499), np.float64(0.12289764281163988), np.float64(0.09452098147295385), np.float64(0.13223630822411003))","(np.float64(122.86890766859722), np.float64(110.66037083677907), np.float64(-159.66245080245733), np.float64(-8.459133234287776), np.float64(-12.161072461090612), np.float64(143.05686213464503))"
134,"((3, 12), (5, 8), (6, 16))","(np.float64(0.0800963387800127), np.float64(0.14164793923776808), np.float64(0.14846887177358373))","(np.float64(185.56307419140825), np.float64(289.297976026811), np.float64(-155.44859045298548))"
135,"((15, 18),)","(np.float64(0.08503346812251474),)","(np.float64(-70.1151246677023),)"
136,"((4, 11), (16, 19), (5, 16), (2, 13), (1, 10))","(np.float64(0.05567220039309174), np.float64(0.10480942552083371), np.float64(0.13680664718493407), np.float64(0.14334683908228035), np.float64(0.12038914472332013))","(np.float64(138.23524697805556), np.float64(-72.86212240444317), np.float64(-55.47795377437549), np.float64(143.56287692472563), np.float64(139.61216815822775))"
137,"((0, 10), (9, 11), (2, 11))","(np.float64(0.143538961845799), np.float64(0.08119232912784444), np.float64(0.12345467929879825))","(np.float64(137.4186380439242), np.float64(-49.32337331917529), np.float64(120.55990497912853))"
138,"((14, 19),)","(np.float64(0.1390583610252045),)","(np.float64(150.19409324499728),)"
139,"((4, 8),)","(np.float64(0.026585124017674946),)","(np.float64(-31.073211729092748),)"
140,"((5, 16),)","(np.float64(0.10069729804994364),)","(np.float64(92.07005793680955),)"
142,"((7, 15),)","(np.float64(0.10743454552376257),)","(np.float64(-100.96911908308954),)"
143,"((7, 9), (7, 11), (9, 11), (14, 18))","(np.float64(0.08251569035593843), np.float64(0.1303845513265309), np.float64(0.1386134515052453), np.float64(0.10205914054707216))","(np.float64(-31.059690340840234), np.float64(7.172067559489562), np.float64(38.2317579003298), np.float64(-1.4807823995456602))"
144,"((4, 19), (11, 18))","(np.float64(0.07710687038312707), np.float64(0.12824749561711934))","(np.float64(130.30176429497928), np.float64(-94.36695925675895))"
145,"((11, 18),)","(np.float64(0.11615040648739809),)","(np.float64(119.98456437787232),)"
146,"((4, 16), (13, 19))","(np.float64(0.04838266551776383), np.float64(0.11769520725088288))","(np.float64(108.7697126763997), np.float64(-49.38643008088954))"
147,"((0, 7), (8, 15), (2, 8))","(np.float64(0.13113280108338823), np.float64(0.09896879864472465), np.float64(0.14506388945357143))","(np.float64(179.82759454835676), np.float64(-101.50653757428887), np.float64(241.19302309358767))"
148,"((12, 13), (9, 18))","(np.float64(0.11593829346598639), np.float64(0.13826892321065445))","(np.float64(-79.45373514702635), np.float64(-248.05437835518995))"
149,"((1, 10),)","(np.float64(0.1426328402016369),)","(np.float64(229.41908166970123),)"
150,"((16, 18),)","(np.float64(0.1455006010283243),)","(np.float64(30.52851530057427),)"
151,"((5, 8), (16, 17), (2, 13))","(np.float64(0.13858465660234753), np.float64(0.1131086179015531), np.float64(0.1461094943015783))","(np.float64(-104.76980844529805), np.float64(-81.204266497508), np.float64(-53.318813908630204))"
152,"((0, 11), (4, 6))","(np.float64(0.14667033848297706), np.float64(0.07975870513999152))","(np.float64(170.2207349518727), np.float64(225.9264222155262))"
155,"((6, 19),)","(np.float64(0.1407523589629876),)","(np.float64(120.26647745693481),)"
